sku,name,description,category,quantity,price,cost,barcode,supplier
8D2559,8D2559 - Villa Kaiyo (Bingin),"🌊 Refined 4BR Oceanview Villa in Pecatu – Minimal Minimalist Luxury Near Bingin

Experience the perfect blend of sleek design and serene ocean vistas in this stunning 4-bedroom villa, nestled in the sought-after area of Pecatu, South Bali. Just moments from Bingin, Dreamland, and Cemongkak Beaches, this 3-level modern home offers an elegant tropical lifestyle, surrounded by Bali’s best beach clubs, restaurants, and surf breaks. 

📍 Location: Pecatu, South Bali Views: Panoramic Ocean and Pool 

🏠 Villa Features: 
• Land Size: 500 m² 
• Building Size: 645 m² 
• Bedrooms: 4 – All with ensuite bathrooms 
• Additional Bathrooms: 1 guest powder room 
• Living Room: Enclosed, bright, and expansive 
• Kitchen: Modern, fully equipped with island and premium appliances 
• Dining Area: Open-plan design flowing seamlessly with living space 
• Cinema Room: Private theater for immersive viewing 
• Private Pool: Large with sun deck and ocean views 
• Furnishing: Fully furnished with curated minimalist interiors 
• Parking: Private car and motorbike parking 
• Year Built: 2023 – Designed by renowned interior architect 
• Additional Features: Laundry room, storage space, rooftop terrace 

🌟 Amenities & Lifestyle: 
• Walking distance to Bingin, Dreamland, and Cemongkak Beaches 
• 5–10 minutes to Savaya, El Kabron, and Bukit’s top restaurants 
• Elegant design with expansive views and indoor-outdoor flow 
• Ideal for families or as a luxury holiday rental 
• Located in a high-demand, tourism-zoned area 

💰 Investment Potential: 
• Premium location in one of Bali’s fastest-growing markets 
• Strong long-term rental appeal 
• Designer home built for style, comfort, and functionality 
• Tourism zoning allows for full commercial rental license 

📜 Ownership Details: 
• Leasehold: 29 Years (Until 2052) 
• Zoning: Tourism 
• Certificates: Akta, IMB 
• Title: Leasehold with complete documentation 
• Availability: Move-in ready 
• Pricing: Approx. USD 1,250,000 (IDR 20,000,000,000)

 ✨ Why Choose This Villa? 
🌅 Ocean Views from Every Level – Ideal for sunset seekers 
🎨 Timeless Minimalist Design – Clean, comfortable interiors 
🏡 Move-in Ready – Perfect for families, second home, or investors 
💼 High ROI Area – Excellent rental yield and demand 
📍 Top Pecatu Location – Close to beaches, cafes, and attractions 

📞 Contact us today to schedule a private viewing or receive the full brochure on this exclusive Pecatu villa.",Property listing,1,1250000,0,,8 Degree
8D2560,8D2560 - Villa Kamiko (Bingin),"🌊 Elegant 4BR Oceanview Villa in Bingin – Minimalist Luxury on Bali’s Iconic Clifftop
Experience the pinnacle of tropical modern living with this sophisticated 4-bedroom cliffside villa in Bingin, Uluwatu. Blending minimalist design with premium finishes, this 3-level residence offers panoramic ocean views, sleek architecture, and direct access to Bali’s most desirable coastal lifestyle.
📍 Location: Bingin, Uluwatu – South Bali
 Views: Ocean, pool, rooftop sunsets & surrounding cliffs
🏠 Villa Features:
 • Land Size: Approx. 500 m²
 • Building Size: 645 m² across 3 levels
 • Bedrooms: 4 – All with ensuite bathrooms
 • Additional Bathrooms: 1 guest powder room
 • Living Room: Enclosed and sunlit with garden and pool views
 • Kitchen & Dining: Fully equipped open-plan layout with premium finishes
 • Cinema Room: Dedicated home theater for immersive movie nights
 • Private Pool: 50 m² with surrounding deck and sun loungers
 • Rooftop Terrace: Sunset views over Dreamland and Cemongkak Beach
 • Furnishing: Fully furnished with curated interiors
 • Parking: Private carport + motorbike area
 • Year Built: 2023 – Modern finishes with high-end materials
 • Other Features: Laundry room, storage, minimalist landscaping
🌟 Amenities & Lifestyle:
 • Walk to Dreamland, Cemongkak & Bingin Beaches
 • Close to El Kabron, Savaya, and Uluwatu’s top beach clubs
 • Just 10 minutes to Uluwatu surf breaks and wellness hotspots
 • Designed by a renowned Bali-based interior designer
 • Located in a prestigious cliffside zone with tourism permits
💰 Investment Potential:
 • Prime Bingin clifftop location with strong capital appreciation
 • Turnkey-ready for luxury rental or private use
 • High-end appeal for discerning global buyers
 • Strong ROI potential in a booming South Bali market
📜 Ownership Details:
 • Leasehold: 29 Years (Until 2053)
 • Zoning: Tourism – Eligible for rental licenses
 • Title: Full documentation (Akta, IMB)
 • Availability: Ready for occupancy
 • Pricing:
  – Leasehold: USD 1,250,000 (Approx. IDR 20 Billion)
  – Yearly Rental: USD 110,000 (Approx. IDR 1.785 Billion), starting Oct 2025
✨ Why Choose This Villa?
 🌅 Rooftop Ocean Views – Your daily sunset sanctuary
 🏡 Family-Ready – Thoughtful layout with cinema and pool
 💼 Investment Strong – High-demand cliffside position
 🎨 Designer Touch – Sophisticated Bali minimalism throughout
 📍 Prime Location – Walkable to beaches, dining, and nightlife
📞 Contact us today to schedule a private tour or request the full brochure for this exclusive Bingin villa.",Property listing,1,1250000,0,,8 Degree
8D2561,8D2561 - Villa Hoshi (Padang Linjong),"Prime Canggu Residence – High-Spec 3BR Villa Just 8 Minutes from the Beach

Discover a rare opportunity to own a beautifully finished private villa in one of Canggu’s most sought-after residential zones. Just 8 minutes from the beach and moments from Bali’s best cafés, boutiques, and lifestyle destinations, this villa delivers modern comfort with meticulous attention to detail. Designed for private living, it features imported finishes and premium appliances throughout—ideal for discerning buyers who value quality, privacy, and location.

📍 Location: Canggu, Bali – prime residential address near Batu Bolong & Berawa  
🌿 Surroundings: Peaceful, low-density enclave close to shops, restaurants, and the beach

🏡 Villa Features:
 Contemporary Design, Premium Finishes & Residential Comfort 
• Price: IDR 9,000,000,000  
• Leasehold: Until January 2047  
• Land Size: 275 m² (2.75 are)  
• Building Size: 360 m²  
• Bedrooms: 3  
• Bathrooms: 3  
• Living: Enclosed living room with soundproof YKK aluminum sliding doors (Japan technology)  
• Kitchen: Fully equipped with Kuadra tabletop, Bloom appliances, Bosch dishwasher  
• Dining: Marble Carrara dining table  
• Bathrooms: Premium fittings from Grate, Indian natural stone tiles  
• Pool: Private swimming pool (10m x 5m) with double-layer Ulin wood pool deck  
• Furnishing: Fully furnished to high standards  
• Air Conditioning: Throughout the villa  
• Parking: Private car access and onsite parking  
• Building Permit: SLF on process  
• Year Built: 2023

🌟 Lifestyle & Location Highlights  
• Just 8 minutes to Canggu’s main beaches  
• Close to international schools, dining, gyms, and wellness centers  
• Quiet residential zone with no ongoing construction nearby  
• Premium material selections with long-lasting durability  
• Ideal for families or individuals seeking private-use residence with high-end detailing  
• Surrounded by established infrastructure and services

💼 Investment Potential  
• Ideal for private residence—currently owner-occupied  
• Suitable for long-term capital preservation in a prime area  
• Low-maintenance design with high-quality build standards  
• Prestigious Canggu address ensures steady value appreciation  
• Rare opportunity to acquire a high-spec, move-in ready villa in a finished area

✨ Why Choose This Canggu Villa?  
🏖️ 8 Minutes to the Beach – Convenient access to Batu Bolong and Echo Beach  
🏡 High-End Finishes – From appliances to materials, no detail overlooked  
🌿 Residential Peace – Quiet, construction-free neighborhood with total privacy  
📈 Long-Term Value – Prime land title with proven capital growth in Canggu
📞 Contact us today to schedule a private viewing. Villas of this caliber and location rarely come to market—secure your premium Canggu address now.",Property listing,1,0,0,,8 Degree
8D2565,8D2565 - Bingin Escape Villa (Bingin),"🏡 LUXURY 4-BEDROOM MANSION WITH OCEAN & VOLCANO VIEWS – BINGIN, ULUWATU 🌅
 Experience Bali’s most iconic views from this extraordinary 3-level designer villa perched atop Bingin Hill, Uluwatu. With panoramic volcano and ocean vistas, a fully integrated smart home system, rooftop spa, and a massive 800 sqm of indoor living, this architect-designed estate offers the ultimate blend of luxury, lifestyle, and investment potential in Bali’s fastest-growing luxury enclave.
📍 Location: Bingin Hill, Uluwatu – Bali
 Views: Unobstructed Ocean, Volcano & Sunset
🏠 Villa Features:
 • Land Size: 833 m² (8.33 are)
 • Building Size: 800 m² across 3 levels
 • 4 Expansive Bedrooms with En-suite Marble Bathrooms & Walk-in Wardrobes
 • Fully Enclosed Living Areas with Soaring 4-meter Ceilings
 • Infinity Swimming Pool (18–20m length, resort-style) with Swim-up Bar
 • 2 Modern Kitchens with Electrolux Appliances & GEA Wine/Bar Fridges
 • Rooftop Spa & Entertainment Deck with:
   – Sauna, Ice Bath, Plunge Pool
   – Massage & Pilates Room
   – Built-in BBQ & Bar, Wine Fridge
   – 55” Outdoor Smart TV & Electric Louver System
   – Rooftop Shower & Guest Bathroom
 • Cliff-Top Gym with A/C & Electric Louvers
 • Cinema/Movie Room with 85” Screen & Bose Sound System (Plot 2 option)
 • Staff Quarters, Full Laundry Room, and 2 Storage Rooms
🌟 Smart Amenities & Infrastructure:
 • Full Solar Power System + Backup Battery
 • Deep Water Well + Water Filtration System (Drinkable Water from All Taps)
 • Fiber Optic Hardwired WiFi – 200 Mbps in Every Room
 • 33,000 Watts of Electricity
 • Underground PLN Cabling – No Visual Disruptions
 • Smart Home System – Control Lighting, Security & A/V via Mobile
 • 5-Year Waterproofing Warranty | 1-Year General Warranty | Fully Insured During Construction
 • Parking for 4 Cars & Multiple Bikes
 • Premium 6m Private Access Road with Palm-Lined Entrance
 • Exclusive Gated Estate with 24/7 Security & Electric Gate
📜 Ownership Details:
 • Leasehold: 40.5 Years (until approx. 2065) + Guaranteed 30-Year Extension
 • Year Built: 2024
 • Land Title: Hak Sewa
 • Fully Furnished – Turnkey Luxury
💰 Price: USD 1,700,000 (Plot 4 – Ready Unit)
 Other plots available upon request
✨ Why Choose This Mansion?
 🌋 Spectacular Elevation: Wake to volcano sunrises and toast sunset ocean views
 🏡 Architectural Masterpiece: 3-level home with resort-style amenities and world-class interiors
 📈 Rare Investment Edge: 40.5+30 year lease in an area with typical 25-year limits
 🚗 Private & Future-Proof: Deep well, solar power, smart tech, and secure gated estate
 📃 Developer-Backed Peace of Mind: Structural warranties, infrastructure, and top-tier specs
📞 Contact 8 Degree Real Estate today to schedule your private viewing of this once-in-a-lifetime villa on Bingin Hill — where innovation meets elevation in Bali’s most exclusive setting.",Property listing,1,1700000,0,,8 Degree
8D2568A,8D2568B - Parea villas (Kayu Tulang),"🏡 MODERN 2-BEDROOM VILLA IN BABAKAN, CANGGU – READY BUILT & FULLY FURNISHED 🌴
Experience contemporary tropical living in this brand-new 2-bedroom villa, ideally located in the peaceful residential area of Babakan, Canggu. Just minutes from Canggu’s trendiest cafés, gyms, and restaurants, and less than 10 minutes to Batu Bolong Beach, this stylish two-story property offers the perfect blend of comfort, convenience, and investment potential.

📍 Location: Babakan, Canggu – Bali
Views: Pool & Garden Outlook
Quiet residential pocket – close to Kayu Tulang, cafés, and Bali Social Club

🏠 Villa Features:
• Land Size: ±167 m² (1.67 are)
• Building Size: ±125 m² across 2 floors
• 2 Bedrooms – each with Ensuite Bathroom
• 2.5 Bathrooms Total (incl. Guest Toilet)
• Fully Furnished – Turnkey Ready
• Choice of Open or Enclosed Living & Dining Area
• Modern Kitchen with Quality Appliances
• Private Pool – ±10 m² with Tropical Deck
• Balcony & Terrace for Outdoor Relaxation
• Storage Room + Closed Parking for Bikes/Cars

🌟 Lifestyle Amenities:
• Peaceful yet central location in high-demand Canggu area
• Fully gated for privacy and security
• Minutes to cafés, restaurants, gyms, and Bali Social Club
• Just ±3.7 km to Batu Bolong Beach
• Ideal for both long-term residence or rental investment
• Brand new construction – completed in 2025

📜 Ownership Details:
• Leasehold: 23 Years (until 2047) + Extension Available
• Land Title: Hak Sewa
• IMB/PBG: In Process
• Year Built: 2025

💰 Price:
• IDR equivalent of USD 259,000
• All transactions in IDR – USD shown for reference only

✨ Why Choose This Property?
🏖️ Strategic Location – Easy access to beaches & Canggu hotspots
🏡 Modern Comfort – Brand new build, fully furnished, ready to move in
📈 Investment Ready – High rental potential in a sought-after area
🚗 Practical Layout – Flexible living spaces, pool, and secure parking
📃 Secure Leasehold – 23 years with extension option

📞 Contact 8 Degree Real Estate today to arrange a private viewing and discover this modern ready-built villa in the heart of Canggu’s most desirable residential enclave.",Property listing,1,259000,0,,8 Degree
8D2574,8D2574 - Villa Desi Pererenan,"🏡 Luxury 5BR Villa in Pererenan – Gym, Spa, & Billiard Lounge Minutes from the Beach

Step into one of Pererenan’s most refined private residences — a brand-new 5-bedroom designer villa by Casa Studio, blending premium tropical living with sleek architectural style. Located just a short walk from Pererenan Beach and the area’s top cafés, restaurants, and bars, this freehold estate is the perfect combination of luxury, functionality, and lifestyle.

📍 Location: Pererenan Beachside, Bali
Views: Pool & garden with a private tropical oasis vibe

🏠 Villa Features:
• Land Size: 655 m²
• Building Size: 715 m² (2 floors)
• Bedrooms: 5 – All with ensuite bathrooms and walk-in wardrobes
• Additional Rooms:
  - Entertainment room with teak billiard table, bar, and home theater
  - Dedicated gym and massage/spa room
  - Staff quarters with laundry, storage, and service bathroom
• Living Room: Spacious enclosed living area with high ceilings
• Kitchen: Fully equipped modern kitchen with island and built-in storage
• Private Swimming Pool: 14 x 3 m with sunken daybeds & tropical landscaping
• Sunken Lounge: Poolside area perfect for hosting or relaxing
• Design: Modern tropical with natural finishes and stylish interiors by Casa Studio
• Furnishing: Fully furnished with curated décor
• Year Built: 2024 – Premium craftsmanship and high-quality materials
• Parking: Private carport

🌟 Amenities & Lifestyle:
• 3-minute walk to Pererenan Beach
• Surrounded by top cafés (Baked, Shelter, Woods) & boutique shopping
• Easy access to international schools and wellness hubs
• Ideal for families, entertainers, and luxury rental investors
• Exclusive residential pocket in Bali’s most desirable beachside zone

💰 Investment Potential:
• Rare freehold title in beachside Pererenan
• Also available as 25-year leasehold – IDR 25,000,000,000 (negotiable)
• High-end features & strategic location for rental income
• Perfect for luxury lifestyle buyers or long-term investors

📜 Ownership Details:
• Title: Hak Milik (Freehold) – IDR 28,000,000,000
• Leasehold Option: 25 years at IDR 25,000,000,000 (negotiable)
• Building Permit: In process
• Availability: Ready for private tours

✨ Why Choose This Villa?
🧘 Spa & Gym – Full wellness suite inside your own home
🎱 Billiard Room & Bar – Perfect for entertaining guests
📍 Pererenan Prime – Walk to the beach, cafés, and yoga studios
🏝️ Lifestyle-Ready – Ideal for full-time living or a luxury rental
📞 Contact us today to schedule a private viewing or request the complete brochure on this exceptional Pererenan villa.",Property listing,1,0,0,,8 Degree
8D2575,8D2575 - Svaha Villa (Tiying Tutul),"🏡 STYLISH 3-BEDROOM DESIGNER VILLA IN PRIME PERERENAN – FREEHOLD WITH MODERN LUXURY 🌿
Welcome to your dream home in Pererenan—a beautifully crafted modern villa just 5 minutes from the beach and surrounded by Bali’s most vibrant cafes, beach clubs, and wellness venues. Thoughtfully designed by a renowned architect, this newly completed 3-bedroom residence blends open tropical living with luxury finishes, making it ideal for personal use or a high-yield rental investment.

📍 Location: Pererenan, Canggu – Bali
Views: Private Pool, Garden & Balcony Outlook
📍 5 Minutes to Pererenan Beach – Prime Residential Zone

🏠 Villa Features:
• Land Size: 170 m²
• Building Size: 182 m² across 2 levels
• 3 Spacious Bedrooms with Ensuite Bathrooms
• Additional Guest Toilet
• Open-Plan Living, Dining & Kitchen Area
• Fully Furnished with Custom Designer Furniture
• Private Swimming Pool (7 x 3 m) + Outdoor Shower
• Balcony from Master Bedroom Overlooking Pool
• Roofed Private Parking + Hidden Storage Room
• Smart Home Entry System + CCTV Security
• Modern Kitchen with Built-In Appliances
• Fiber Optic Internet Ready
• 5500W Electricity + Seismic Drilled Well
• Air Conditioning in Every Room

🌟 Lifestyle Amenities:
• Just 5 Minutes to Pererenan Beach
• Walk to Copenhagen, Nude, Sensorium & Crate Café
• Surrounded by Top Padel Courts, Gyms & Wellness Studios
• 10–15 Minutes to Echo Beach, Canggu Shortcuts & Berawa
• Quiet, Residential Pocket with Freshly Paved Road Access
• Ideal for Families, Digital Nomads, or Holiday Rentals
• Designed with Indoor-Outdoor Flow & Relaxation in Mind

📜 Ownership Details:
• Ownership: Freehold (Hak Milik)
• Land Title: PBG/IMB in Process
• Year Built: 2023 – Brand New & Completed
• Property Status: Ready to Move In

💰 Price:
• IDR 5.95 Billion (~USD 360,000) – Negotiable
• All transactions in IDR. USD shown for reference only.

✨ Why Choose This Property?
📍 Prime Pererenan Location: Just minutes from the beach & top expat amenities
🏡 Elegant & Practical Design: Designer furniture, pool, balcony & open living
📈 Investment-Ready: High rental yield potential in one of Bali’s most in-demand zones
🔐 Smart & Secure: Smart lock system, CCTV, gated parking & modern build
📃 Freehold Ownership: Rare opportunity in a Grade-A neighborhood

📞 Contact 8 Degree Real Estate today to schedule a private viewing of this designer villa in Pererenan—a rare freehold gem offering effortless luxury, lifestyle, and investment potential in Bali’s trendiest coastal district.",Property listing,1,360000,0,,8 Degree
8D2582A,8D2582A - Tapa Villa 3BR (Tabanan),"🏡 BRAND NEW 3-BEDROOM FREEHOLD VILLA WITH RIVERFRONT VIEWS – NYANYI, TANAH LOT 🌿
 Discover refined tropical living in this elegant 3-bedroom residence located in the serene village of Nyanyi, just north of Tanah Lot. Recently completed in 2025, this villa is a harmonious blend of modern architecture and natural charm—featuring sweeping riverfront views, lush rice field surroundings, and a fully furnished interior for effortless living or immediate rental use.
📍 Location: Nyanyi / Tanah Lot – North Tabanan, Bali
 Views: Riverfront & Greenbelt Rice Field Panorama
 📍 10 Minutes to Nyanyi Beach, 15 Minutes to Pererenan & Canggu
🏠 Villa Features:
 • Land Size: 250 m² (2.5 are)
 • Building Size: 236 m² across 2 Levels
 • 3 Spacious Bedrooms with Ensuite Bathrooms
 • 3.5 Bathrooms Total (incl. Guest Toilet)
 • Fully Furnished – Move-In Ready
 • Enclosed Living & Dining Area with Modern Touches
 • Contemporary Kitchen with Full Equipment
 • Private Pool (33 m² / approx. 4x8 m) with Garden Backdrop
 • Balcony with Elevated View of the River & Surrounding Nature
 • Laundry Room + Storage
 • Fiber Optic Internet + Drilled Well Water Supply
 • Closed Private Parking (Car & Scooter)
🌟 Lifestyle Amenities:
 • Peaceful Riverfront Setting – Wake Up to Nature’s Soundtrack
 • Surrounded by Rice Fields & Residential Serenity
 • Ideal Family Home or High-End Long-Term Rental
 • 10–15 Minutes to Tanah Lot Temple, Nyanyi & Kedungu Beach
 • 20 Minutes to Pererenan, 25 Minutes to Batu Bolong & Canggu Hotspots
 • Close to International Schools, Yoga Studios & Retreats
 • Modern Tropical Design with Timeless Appeal
 • Secure Freehold Ownership – No Restrictions
📜 Ownership Details:
 • Land Title: Hak Milik (Freehold)
 • Year Built: Completed 2025
 • Building Permit (IMB/PBG): Available
 • Zoning: Residential
 • Property Status: Completed & Ready to Occupy
💰 Price:
 • IDR 7 Billion (~USD 432,000)
 • All transactions in IDR. USD shown for reference only.
✨ Why Choose This Property?
 🏞️ Riverfront Beauty: Rare natural setting just minutes from the coast
 🏡 Completed & Turnkey: Fully furnished with all permits in place
 📈 Investment-Ready: High appeal for families or luxury rental market
 🚗 Spacious Living: 3 beds, private pool, garden, storage & enclosed areas
 📃 Secure Freehold: Long-term ownership in a growing residential zone
📞 Contact 8 Degree Real Estate today to schedule your private viewing of this exceptional new villa — a rare freehold gem offering modern luxury and tranquility just outside of bustling Canggu.",Property listing,1,432000,0,,8 Degree
8D2582B,8D2582B - Tapa Villa 2BR (Tanah Lot),"🏡 MODERN 2-BEDROOM FREEHOLD VILLA IN TRANQUIL NYANYI – TROPICAL ELEGANCE MEETS MODERN LUXURY 🌿
Discover peaceful living just minutes from Tanah Lot in this stylish 2-bedroom villa located in the quiet village of Nyanyi. Currently under construction with 65% progress and a targeted handover in September 2025, this property blends contemporary comfort with lush natural surroundings—perfect for families or investors seeking long-term value.

📍 Location: Nyanyi, Buwit – Tabanan, Bali
Views: Garden, Tropical Greenery
📍 10 Minutes to Tanah Lot, 15 Minutes to Canggu & Nyanyi Beach

🏠 Villa Features:
• Land Size: 225 m² (2.25 are)
• Building Size: 192 m² across 1 Level
• 2 Spacious Bedrooms with Ensuite Bathrooms
• 2 Bathrooms Total
• Fully Furnished – Move-In Ready Upon Completion
• Enclosed Living Room – Comfortable for Daily Living
• Elegant Kitchen with Modern Appliances
• Private Swimming Pool (7 x 3 m)
• Lush Garden Area with Outdoor Relaxation Space
• High-Quality Finishes & Thoughtful Layout
• Parking for Car and Scooters
• Construction Progress: 65% (as of June 2025)

🌟 Lifestyle Amenities:
• Located in Serene Residential Zone Surrounded by Rice Fields
• Quiet Yet Accessible – 10 Minutes to Cafés, Yoga Studios & Beach
• Ideal for Families, Digital Nomads, or Investment Use
• 15–20 Minutes to Pererenan, Canggu & Batu Bolong Hotspots
• Close to Nyanyi and Kedungu Beaches
• Strong Demand for Peaceful, Modern Villas in Natural Settings
• Scheduled Completion: September 2025

📜 Ownership Details:
• Land Title: Hak Milik (Freehold)
• Year Built: Completion Expected September 2025
• IMB/PBG: In Process
• Zoning: Residential
• Property Status: Under Development – 65% Complete

💰 Price:
• IDR 5.7 Billion (~USD 355,000)
• All transactions in IDR. USD shown for reference only.

✨ Why Choose This Property?
🌾 Quiet Village Life: Lush rice field surroundings in peaceful Nyanyi
🏡 Modern Build with High-End Materials: Stylish, single-level layout
📈 Investment Opportunity: Ideal for families or holiday rentals
🚧 Nearly Complete: Construction at 65% with fast handover timeline
📃 Long-Term Freehold Security: Rare full-ownership land title in a fast-growing area

📞 Contact 8 Degree Real Estate today to schedule a site visit or request further details on this beautiful freehold villa—your serene escape just minutes from Bali’s vibrant southwest coast.",Property listing,1,355000,0,,8 Degree
8D2583,8D2583 - Lyvin Villa Bingin,"🏝️ Modern 3BR Villa with Rooftop Near Bingin Beach – Brand New Leasehold Opportunity
Discover elevated tropical living in this brand-new 3-bedroom villa, just a short walk from Bingin Beach in Uluwatu. Blending contemporary architecture with natural textures and a rooftop terrace, this fully furnished home is perfect for both private use and high-return investment in one of Bali’s most sought-after beach neighborhoods.
📍 Location: Bingin, Uluwatu – South Bali
 Views: Rooftop views, tropical garden, and pool outlook
🏠 Villa Features:
 • Land Size: Approx. 324 m² (3.24 are)
 • Building Size: 310 m² across 2 levels
 • Bedrooms: 3 – All with ensuite bathrooms
 • Additional Bathrooms: 1 guest toilet
 • Living Room: Open-plan with floor-to-ceiling glass and arched doors
 • Kitchen & Dining: Modern open-concept layout with direct pool access
 • Private Swimming Pool: With tanning ledge and timber deck
 • Rooftop Terrace: Expansive area with garden and sunset potential
 • Balcony: Master bedroom access with lush panoramic views
 • Furnishing: Fully furnished with curated interiors
 • Parking: On-site private access
 • Year Built: 2024 – Delivered brand new and ready for occupancy
 • Other Features: Lush garden, private access, and tropical landscaping
🌟 Amenities & Lifestyle:
 • 5 minutes walk to Bingin Beach
 • Close to Dreamland, Cemongkak, and Padang Padang
 • Nearby beach clubs: El Kabron, Savaya, and top cafés
 • Quiet, upscale neighborhood ideal for families or holidaymakers
 • Rooftop potential for yoga, sunset dining, or lounge space
💰 Investment Potential:
 • Prime Bingin location with strong demand for luxury rentals
 • Leasehold in tourism zoning – ideal for commercial use
 • High-end construction with thoughtful layout and finishes
 • Strong ROI in a high-occupancy short-term rental market
📜 Ownership Details:
 • Leasehold: 28 Years (Until 2052)
 • Extension: 25-Year Priority Extension Right
 • Zoning: Tourism – Eligible for rental licenses
 • Pricing: USD 810,000
✨ Why Choose This Villa?
 🌴 Walk to Bingin – Enjoy world-class surf and beach life
 🏠 Rooftop Potential – Create a sunset haven above the trees
 💼 Turnkey-Ready – Delivered fully furnished from day one
 🌺 Tropical Design – Aesthetic finishes with modern comforts
 📍 Proven Investment Zone – Among Bali’s most in-demand beach enclaves
📞 Contact us today to schedule a private viewing or request the full brochure for this exceptional Bingin villa.",Property listing,1,810000,0,,8 Degree
8D2584,8D2584 - Aurora Umalalang Villa (Cemagi),"🏡 OCEAN & RICE FIELD VIEW 4-BEDROOM VILLA WITH PRIVATE BEACH ACCESS – CEMAGI, BALI 🌾🌊
Nestled just 60 meters from the beach in tranquil Cemagi, this luxurious 4-bedroom villa offers the rare combination of ocean and rice field views, private beach access, and high-end modern living. Built in 2023 by a trusted Western contractor, the villa is a turnkey opportunity with exceptional design and resort-style amenities—ideal for families or investors seeking strong rental potential.

📍 Location: Cemagi, Bali – 60 Meters from the Beach
Views: Ocean • Rice Fields • Garden
📍 10 Minutes to Pererenan • 15 Minutes to Central Canggu

🏠 Villa Features:
• Land Size: 400 m² (4 are)
• Building Size: 220–225 m² across 2 Levels
• 4 Bedrooms Total – 3 with Ensuite Bathrooms
• 3 Bathrooms Total – All High-End Finishes
• Fully Furnished – Interior Designed Turnkey Villa
• Living Room: Enclosed with Double AC
• Kitchen: Fully Equipped with Premium Appliances
• Master Suite with Ocean View & Lounge Balcony
• Private Pool: 8 x 3 Meters with Landscaped Garden
• Laundry Area • Walk-In Closet • Ample Storage
• Private Covered Parking
• Beach Access: 60 Meters – Private Pathway
• Completion: Built in 2023 – Ready for Move-In

🌟 Lifestyle & Amenities:
• Ocean & Rice Field Views from Upper Level
• Calm, Residential Setting in Peaceful Cemagi
• Minutes to Pererenan, Canggu, and Cafés
• Ideal for Family Living or High-Yield Rentals
• Stylish Interior by Professional Designer
• Western Build Quality – Durable & High Standard
• Tranquil Garden with Sun Deck & Poolside Lounge
• Quiet Road Access – Secluded Yet Connected

📜 Ownership & Legal Details:
• Leasehold Options:
  • 23 Years – Until 01 December 2047 → EUR 530,000
  • 47 Years – Until 01 December 2072 → EUR 750,000
  (Both include 5% agent fee)
• Land Title: Hak Sewa (Leasehold)
• Building Permit: In Process
• Property Code: SES66596
• All transactions in EUR – IDR equivalent available upon request

✨ Why Invest in This Property?
🏖️ Private Beach Access: Only 60 meters to the sand
🌾 Scenic & Serene: Surrounded by ocean breeze and lush rice paddies
📈 Strong ROI Potential: Stylish design and rare beachfront proximity
🚗 Turnkey Ready: Fully furnished and move-in or rent-ready
📃 Flexible Lease Options: Choose long-term security or short-term returns

📞 Contact 8 Degree Real Estate today to schedule a private viewing or receive floor plans and additional media. Whether for investment or lifestyle, this villa offers unmatched value in one of Bali’s most enchanting seaside villages.",Property listing,1,0,0,,8 Degree
